word,len,count,count_wiki,min_char_freq,nankuro_score
日本,2,2,4780416,7622292,6.751157464714054
大学,2,2,2228774,8008870,6.5224130226526995
学校,2,2,2167573,3054440,6.44345717952211
人物,2,2,1613170,3357458,6.343969080506725
東京,2,2,1717851,2640503,6.313906870126884
放送,2,2,1893929,2323705,6.311302761953572
選手,2,2,1622582,2872536,6.294309182319928
出身,2,2,1177758,2235526,6.2183835608464175
場合,2,2,1022711,4380508,6.199597840673362
作品,2,2,1178183,1790138,6.197789873669635
昭和,2,2,1364801,1481308,6.19308317632361
平成,2,2,1123806,2632578,6.189996085481566
会社,2,2,1030755,3003530,6.1881129665892445
映画,2,2,1179785,1726101,6.1594632730522525
時代,2,2,965057,3540455,6.154462248973122
代表,2,2,1002182,2526369,6.143396301445621
外部,2,2,959734,2341237,6.135791343390336
出場,2,2,770013,4380508,6.133014806537984
大会,2,2,660215,5188722,6.1242702685938255
削除,2,2,1289163,1337107,6.124154987835406
関連,2,2,955796,2527301,6.109289461633986
出演,2,2,808012,2054414,6.09833313849326
依頼,2,2,1206937,1292545,6.093069394100964
世界,2,2,1075866,1290108,6.092293825082407
現在,2,2,921044,2067848,6.074770206838555
発売,2,2,815990,1526313,6.058353407166924
時間,2,2,717974,2803150,6.049339472809283
記事,2,2,672554,2998666,6.045770226856954
番組,2,2,924182,1526556,6.043046259951329
鉄道,2,2,825091,1316972,6.039495110276288
大阪,2,2,696595,967135,6.0311407251396965
脚注,2,2,946524,1231962,6.0179808407321405
研究,2,2,1021608,1050912,6.0175203516647215
活動,2,2,767615,1485057,6.015405274175471
会話,2,2,706183,1164281,6.01141024342918
登場,2,2,728175,1131284,6.007829871024167
使用,2,2,795163,1085309,6.007626110709496
事業,2,2,562107,3551611,6.002259193777619
一部,2,2,527985,4160294,6.000141670273778
議論,2,2,775986,1332957,5.996094612447937
中国,2,2,480229,4722675,5.986986423290334
開発,2,2,507849,3299377,5.964406719723507
作曲,2,2,568019,1486914,5.96390512932595
公式,2,2,619575,1894087,5.958953089466723
発表,2,2,525734,2526369,5.957538449457647
項目,2,2,729956,947199,5.946233363327717
文化,2,2,607096,1454666,5.944560805170915
社会,2,2,458610,3003530,5.9419149836350655
明治,2,2,615083,1774018,5.940228732828338
所属,2,2,696055,1039013,5.93940635087818
出典,2,2,543780,1072016,5.935564110332881
当時,2,2,511567,2324462,5.9340967233427335
編集,2,2,657554,1457185,5.9336650826472646
国際,2,2,587246,814518,5.933653381149222
年度,2,2,540945,1849759,5.93100524154721
監督,2,2,799204,895823,5.92722012130205
以下,2,2,550951,2143862,5.922537009527698
一覧,2,2,531066,1042667,5.911763747208779
制作,2,2,476306,1490808,5.910541844569742
開始,2,2,615058,736122,5.91004900546128
存在,2,2,572962,1496177,5.909381870984694
音楽,2,2,643117,1300836,5.908403613749038
地域,2,2,538618,1012672,5.905861054565355
高等,2,2,605729,778599,5.904961501413894
利用,2,2,537596,1314432,5.901103907325848
歴史,2,2,658461,1114933,5.900698911289167
女子,2,2,443353,2200967,5.89616351141958
可能,2,2,654003,915131,5.892112706564252
地方,2,2,431371,2291009,5.891543951456825
同年,2,2,433357,2711339,5.888500575485065
以上,2,2,445928,2293607,5.884007499314103
優勝,2,2,552183,1498562,5.87363176901266
試合,2,2,505262,761428,5.871248396680129
情報,2,2,623031,923260,5.87093852921633
記録,2,2,481487,1384994,5.870566225571138
自動,2,2,411421,2876398,5.868871597197809
新聞,2,2,578645,605510,5.864893398724728
教育,2,2,558690,901880,5.863111914478396
開催,2,2,537421,661331,5.862048432082142
設立,2,2,424674,2454824,5.85922896108821
公開,2,2,394373,2625302,5.857777474557932
朝日,2,2,404850,965271,5.855116877546133
中央,2,2,504685,555093,5.8548979518671995
作成,2,2,317665,4070970,5.852841911929966
関係,2,2,561665,588903,5.852776211629289
出版,2,2,452643,658742,5.8480741405982135
世紀,2,2,518053,910720,5.847439157232804
株式,2,2,572902,658780,5.845077816884923
製作,2,2,409212,996651,5.838153773956791
京都,2,2,446642,1343114,5.837442303525831
参加,2,2,486385,1540988,5.837350395761753
収録,2,2,537199,1066005,5.836476272851257
事件,2,2,458317,697171,5.8341392854183844
高校,2,2,357323,3054440,5.833552337375038
指定,2,2,421456,1242754,5.832726968713392
女性,2,2,455272,1370371,5.832708080217511
決定,2,2,425481,1171137,5.831749892940921
自分,2,2,379401,2415279,5.83164217366297
本社,2,2,280783,3003530,5.828724025665611
野球,2,2,445027,1005539,5.822650768578379
必要,2,2,535883,627586,5.821815157626927
北海道,3,3,382042,1938432,5.818460935295951
自身,2,2,362248,2235526,5.812539342185247
設置,2,2,414759,1229451,5.807000709923109
全国,2,2,327366,1770342,5.806576718330449
結果,2,2,520473,775297,5.805679997832838
議員,2,2,385008,1834646,5.8038365385060136
転送,2,2,398717,1333464,5.801434150573076
人間,2,2,279695,2803150,5.799518537486209
以降,2,2,468147,691726,5.7993361864359985
機関,2,2,381689,1569824,5.7992101441140385
科学,2,2,329642,906230,5.791752152419685
担当,2,2,474787,556209,5.790283883112227
委員,2,2,498633,557861,5.789959063575469
部分,2,2,305114,2415279,5.789438190374957
都市,2,2,432677,1343114,5.788044104484083
総合,2,2,368055,904153,5.786117843259031
人口,2,2,316811,1266548,5.785645592184641
一般,2,2,417094,464305,5.785622374669173
交通,2,2,401022,1220848,5.781967817311009
事務,2,2,340320,1231186,5.78069222287065
場所,2,2,303142,2059437,5.780444229277789
施設,2,2,409439,865028,5.780173932958429
協会,2,2,353000,835579,5.779000342893289
発行,2,2,274317,3347589,5.778114942431771
本作,2,2,207544,5412336,5.775204885022337
企業,2,2,392402,697850,5.774740744579039
問題,2,2,492784,783762,5.773232795876115
文学,2,2,239534,3013730,5.7729596237946685
政治,2,2,372782,1688001,5.77146887756676
内容,2,2,420636,743807,5.770642355768544
作詞,2,2,375327,526235,5.770272347173179
中心,2,2,349148,815214,5.767926515134487
期間,2,2,334061,1613317,5.7649838610279325
地区,2,2,333531,1063901,5.763375003722297
記念,2,2,400576,629885,5.763308611057296
丁目,2,2,456232,502945,5.762117845261247
道路,2,2,339638,1163729,5.761597031670506
法人,2,2,273696,1645395,5.758220759931051
得点,2,2,403758,1096236,5.754826477769993
発生,2,2,258323,3082836,5.754485001662525
変更,2,2,472607,687494,5.75366069849745
参考,2,2,412265,910665,5.752697949033993
国道,2,2,235260,3414914,5.7489356361847195
計画,2,2,336635,1063123,5.746640993156206
名前,2,2,283711,2113555,5.746489574239973
年間,2,2,268837,2803150,5.745520639338606
一方,2,2,259014,2291009,5.74476884217673
文献,2,2,391438,507743,5.742577108190772
大正,2,2,239618,1672459,5.742399174620607
最高,2,2,291943,1911687,5.7415912726225296
特別,2,2,370232,1092437,5.740902464203898
神社,2,2,290913,1917859,5.738702532630759
最終,2,2,367814,993042,5.737698266056241
経済,2,2,430028,528508,5.737143246816844
位置,2,2,385780,1205449,5.736067593989555
時点,2,2,294380,1457814,5.735708157358974
番号,2,2,389865,752442,5.734570473917262
以外,2,2,290730,2293607,5.733938597112203
最大,2,2,225527,1911687,5.73268382267686
国立,2,2,237917,2454824,5.730845877809291
概要,2,2,410695,513026,5.72779985476032
劇場,2,2,320896,628735,5.720454777116705
楽曲,2,2,336495,1478354,5.720195577919103
県道,2,2,325101,754593,5.720077630349392
保存,2,2,335468,1452857,5.718537552539742
選挙,2,2,372463,455714,5.717302689721175
管理,2,2,348288,706866,5.712024495895911
編曲,2,2,311494,1486914,5.707844053248412
卒業,2,2,356163,377513,5.705258609696859
開業,2,2,223515,3299377,5.704844632003423
路線,2,2,349634,1163729,5.702976963440307
設定,2,2,234800,2554121,5.701818082973632
原作,2,2,219601,2174333,5.699752024832659
脚本,2,2,221686,1231962,5.698826335136906
生活,2,2,266858,1485057,5.697501329742759
公園,2,2,311377,831440,5.6961530749242675
議会,2,2,215563,2307600,5.695236503592245
小説,2,2,312109,974959,5.695195782721849
構成,2,2,283805,785884,5.692873553246808
建設,2,2,297051,982879,5.690943965123784
同時,2,2,221091,2711339,5.689094689483219
社長,2,2,224573,2995921,5.689075981848543
廃止,2,2,411794,594330,5.6876967693405165
所在,2,2,257449,2059437,5.68699312448667
広島,2,2,312185,869474,5.686592016293739
最後,2,2,273505,1790326,5.6860291364731745
名古屋,3,3,300226,933702,5.683967799921422
共和,2,2,269596,1151295,5.683616147316764
戦争,2,2,333119,489385,5.6834069045152695
漫画,2,2,339024,381070,5.681953996875146
自由,2,2,278866,1020594,5.681933285589271
公演,2,2,243763,2054414,5.680658782726424
会長,2,2,193917,2995921,5.680071300345451
企画,2,2,294926,697850,5.679005561293321
物語,2,2,259977,1147596,5.678325561055904
主義,2,2,282685,1107345,5.678242211074994
連合,2,2,206344,2527301,5.677156133025169
閲覧,2,2,410800,422895,5.6761987713172655
本人,2,2,144387,6279736,5.674581558407894
営業,2,2,266723,905642,5.67435075901515
技術,2,2,342981,854680,5.67128372843794
配信,2,2,309543,1033584,5.670801477926405
当初,2,2,262532,1395807,5.670100904348535
学園,2,2,224313,831440,5.669109789665988
画像,2,2,284201,697447,5.6677067480992225
福岡,2,2,306139,1073745,5.666598965739703
本部,2,2,152411,4160294,5.664200596725578
美術,2,2,301605,1110423,5.663426188834701
工業,2,2,236891,1327207,5.66318988459067
一人,2,2,158998,4745142,5.662104664993551
主人,2,2,184415,2350959,5.661436984773449
帝国,2,2,268916,475279,5.661118787657747
最初,2,2,265528,1395807,5.66081469574716
教授,2,2,332718,451539,5.660478039797412
演出,2,2,191101,2054414,5.660025957368959
同様,2,2,289318,648959,5.6597740308525815
会議,2,2,190917,2307600,5.658325953288147
選出,2,2,175915,2872536,5.656690660934693
終了,2,2,371657,522580,5.656368500090132
当該,2,2,322598,418769,5.65430865812626
学生,2,2,160349,3082836,5.652426524899244
運動,2,2,238348,1310955,5.651730494317722
表記,2,2,205886,2526369,5.6514539797275365
運行,2,2,231077,1310955,5.6509790074838175
名称,2,2,247074,928027,5.650837402069801
編成,2,2,207207,1753488,5.649524668228094
主要,2,2,226037,1900046,5.645428394765382
航空,2,2,333075,569499,5.643649592041941
身長,2,2,205827,2235526,5.6433396302281995
行政,2,2,212939,1688001,5.64259579956585
民主,2,2,232090,1603110,5.642392066594386
地名,2,2,172928,3452664,5.640374194312324
理由,2,2,254185,1020594,5.6402001915798206
女優,2,2,235889,1532778,5.640110589678193
山本,2,2,143319,3776922,5.639204041947438
海軍,2,2,250166,1265877,5.637468733394993
基本,2,2,202896,721516,5.637048412815233
受賞,2,2,361988,655789,5.6369953304498805
文庫,2,2,270793,552784,5.63609629701706
大戦,2,2,152487,2676653,5.6356347554625135
連続,2,2,261786,762324,5.635283137669743
自治,2,2,211737,1774018,5.634230214629781
実施,2,2,269880,865028,5.633564519774132
現代,2,2,195319,2067848,5.633209354572313
学会,2,2,134623,5188722,5.633180490293675
英語,2,2,304075,794003,5.632029175935526
調査,2,2,335440,703425,5.631745297060151
成績,2,2,263000,432586,5.630835734158128
行動,2,2,181812,2930578,5.630490265625821
国民,2,2,186280,1603110,5.628706204382852
著作,2,2,224586,656564,5.628568502191257
特定,2,2,199332,1770392,5.628157761131902
時期,2,2,201598,1613317,5.62721581448255
男子,2,2,218374,955088,5.626494590873443
作戦,2,2,164630,2676653,5.625704654784592
生産,2,2,221313,1168324,5.624983279342955
以前,2,2,207199,2113555,5.624302709621301
備考,2,2,291754,910665,5.623623261738441
決勝,2,2,256853,1171137,5.623422796033067
長野,2,2,182690,2858459,5.623101355784839
販売,2,2,322324,370512,5.618672676166287
機能,2,2,235360,1513188,5.616575728379749
山口,2,2,200861,1266548,5.6139923982955935
国家,2,2,180564,1473237,5.613728106625097
車両,2,2,280745,634377,5.613555072491435
不明,2,2,236776,1010853,5.61337178874821
教会,2,2,168862,2051774,5.613352639183949
地下,2,2,174914,2143862,5.612802027830083
共同,2,2,218342,1151295,5.611553057142258
存命,2,2,262149,885089,5.611280391071128
限定,2,2,234303,629983,5.609987019790364
相手,2,2,213273,1014171,5.609597733428918
山田,2,2,149419,3776922,5.609086311348079
統合,2,2,198598,1042792,5.607855416529018
競技,2,2,300760,744944,5.605344139284872
対応,2,2,270853,631828,5.603085587109801
県立,2,2,237135,754593,5.602658212860993
関東,2,2,165158,2615570,5.601330372319989
発見,2,2,200908,927786,5.599843855220493
勝利,2,2,231323,1314432,5.599116411273313
通信,2,2,211008,1471046,5.5989047043397004
動物,2,2,163424,2930578,5.59826752658624
政府,2,2,272813,530175,5.5978754489706795
主演,2,2,189760,2054414,5.5973348254060165
個人,2,2,223106,348567,5.5949933858154735
部門,2,2,198059,907588,5.5943096574308075
攻撃,2,2,310262,543827,5.593438775757611
通常,2,2,235003,816130,5.59326666027081
参照,2,2,285163,422719,5.590643942358643
産業,2,2,191583,1168324,5.590349769112734
団体,2,2,213103,1126693,5.589047103241044
成立,2,2,156950,2454824,5.586992600363542
令和,2,2,223200,607075,5.584511263402662
就任,2,2,298854,414773,5.5844224321316
少年,2,2,210361,735747,5.583816608367375
予定,2,2,207661,725608,5.58249713527286
組合,2,2,167845,1526556,5.581536430950998
部隊,2,2,201136,689055,5.581051064410901
大臣,2,2,199526,328638,5.580739814412916
地理,2,2,153892,2335827,5.579462873029627
東北,2,2,163736,1938432,5.579184214800113
確認,2,2,297141,634107,5.579044550621241
作家,2,2,160283,1473237,5.578671725533545
記載,2,2,204163,858753,5.578604870514805
人気,2,2,161655,1181576,5.576574737037439
組織,2,2,274423,408585,5.5761447371109245
方法,2,2,185713,1645395,5.574635796180741
岡山,2,2,172511,1397864,5.574163957560487
意味,2,2,267469,526118,5.574032180062867
能力,2,2,204912,1513188,5.574030857759064
工場,2,2,168676,1327207,5.573608579006105
製造,2,2,245375,996651,5.573381365177935
舞台,2,2,293711,431745,5.572708195721698
国内,2,2,143791,2262493,5.57244610711292
独立,2,2,225312,590843,5.57117424338907
中学,2,2,111748,4722675,5.57043444744414
影響,2,2,316214,431960,5.569415851863494
文字,2,2,208568,667248,5.568983574521349
映像,2,2,231419,697447,5.567167234679394
合併,2,2,220297,341460,5.566650186221386
神奈川,3,3,203749,569165,5.5657148171983035
生物,2,2,145115,3082836,5.5654448608082365
国会,2,2,117507,5188722,5.565149978071308
経歴,2,2,198344,1372779,5.564072064963516
建築,2,2,283754,447306,5.563526182999385
設計,2,2,192028,1063123,5.563430521489472
図書,2,2,243165,586569,5.563246743103553
別名,2,2,178554,1092437,5.562723018865084
外国,2,2,138120,2341237,5.562442320073037
初代,2,2,167815,1395807,5.561466023252159
大分,2,2,122021,2415279,5.561182769763819
戦闘,2,2,228349,433978,5.560779679230574
工学,2,2,142039,1327207,5.560663950717306
経営,2,2,214304,905642,5.560503186944002
千葉,2,2,273074,700803,5.560185927247376
韓国,2,2,215123,281762,5.559208281812083
愛知,2,2,251297,739645,5.558000128294095
表示,2,2,214849,584938,5.55793574353979
獲得,2,2,290016,329016,5.557264580784467
家族,2,2,228525,736043,5.556531303269633
関西,2,2,173048,1509659,5.556185146968278
移動,2,2,189918,867579,5.555787237855926
電気,2,2,206248,1181576,5.5557005764422955
年代,2,2,136332,3297627,5.554309785374163
区間,2,2,182323,1063901,5.553772821441025
方面,2,2,183896,1249994,5.553742459658833
完成,2,2,192212,571875,5.553697781973688
福島,2,2,192538,1073745,5.553412401571344
化学,2,2,135445,1454666,5.552186508624046
作業,2,2,121288,3551611,5.551246512138984
銀行,2,2,213454,398441,5.549278855593856
説明,2,2,192924,974959,5.548750837667764
小学,2,2,122560,2182142,5.548214744943836
子供,2,2,189841,541075,5.546909270613787
運転,2,2,199650,1310955,5.546575404815314
少女,2,2,202499,735747,5.545898823934209
目的,2,2,231103,425022,5.544386019627069
結成,2,2,153585,1375740,5.542681280829428
地球,2,2,163167,1005539,5.5423478968935065
地上,2,2,127412,3183887,5.542236831682471
重要,2,2,188983,1110433,5.542135997119908
対象,2,2,235091,472288,5.54107861144503
神戸,2,2,196788,886324,5.540361950816468
彼女,2,2,244893,276831,5.540008939294758
列車,2,2,223195,592093,5.539322428092955
大統領,3,3,173874,547579,5.539317765373336
表現,2,2,153986,2067848,5.5389411500222785
工事,2,2,150869,1327207,5.538284371299708
学院,2,2,148743,751784,5.537657267815289
運営,2,2,210332,905642,5.537216842296189
構造,2,2,229143,785884,5.537097151416275
状態,2,2,262968,574440,5.535387691681465
本線,2,2,129859,1212807,5.535220113118748
理事,2,2,132220,2335827,5.534997955861851
人民,2,2,131989,1603110,5.534814426641707
開設,2,2,137062,2554121,5.534695174888719
横浜,2,2,272774,563769,5.532762209833908
会場,2,2,109968,4380508,5.532376925171118
男性,2,2,202470,955088,5.531986211678437
協力,2,2,202439,835579,5.5316538239009425
完全,2,2,212255,571875,5.529605725561805
専門,2,2,239472,593331,5.525157456116336
東海,2,2,135947,1945330,5.522873817582667
長崎,2,2,164620,983298,5.521921991806587
登録,2,2,188203,1131284,5.521493125160421
全体,2,2,154675,1770342,5.521066771368402
王国,2,2,140209,1123698,5.519186447139203
周年,2,2,176331,601574,5.517055381608112
言語,2,2,198780,984860,5.516836938461663
撮影,2,2,283249,321221,5.516651127310742
陸上,2,2,168573,724614,5.513213069399589
採用,2,2,206760,291439,5.512483590221907
新潟,2,2,222068,235620,5.512259510585719
事典,2,2,144878,1072016,5.512055546396044
実際,2,2,183252,814518,5.511960245607534
毎日,2,2,161044,364073,5.511354180175612
事実,2,2,128055,1881897,5.5111908783650385
江戸,2,2,218060,737087,5.50927128870631
運用,2,2,148194,1310955,5.509195056640674
写真,2,2,246599,389995,5.5079694207283385
熊本,2,2,162860,277407,5.507958160248181
初期,2,2,166239,1395807,5.507396633465728
元年,2,2,153004,986705,5.506152265140708
分類,2,2,182934,566985,5.504088594529392
過去,2,2,250948,554124,5.5040839617975
記述,2,2,189495,386652,5.503957286396092
飛行,2,2,192518,320527,5.503721030640723
電子,2,2,132647,1462335,5.502693565609912
上記,2,2,119219,2998666,5.5004272434245065
対戦,2,2,141480,1586867,5.499708574832669
指導,2,2,211459,523859,5.499699696394642
高速,2,2,172555,538328,5.499177157536313
教員,2,2,144482,1834646,5.498223995508914
空港,2,2,217590,445353,5.498199615848309
業務,2,2,139797,1231186,5.49796302992274
形式,2,2,167627,983919,5.497596484943482
更新,2,2,167383,687494,5.496076228282835
復帰,2,2,243467,446281,5.494637253770787
人員,2,2,111895,1834646,5.493394243022256
制度,2,2,151966,1490808,5.493305032612959
経度,2,2,146723,1717568,5.4918551741613495
追加,2,2,205303,416525,5.48991810978003
警察,2,2,258163,422920,5.488211147633783
陸軍,2,2,188968,724614,5.48784812985604
方式,2,2,135329,1894087,5.487589865061752
入学,2,2,103460,1842643,5.485695537116658
本名,2,2,88042,3452664,5.485228110061421
主題,2,2,150294,1067332,5.483792860765834
中継,2,2,154138,471214,5.48364971270553
歌手,2,2,152272,698652,5.482899684068619
体重,2,2,150315,1110433,5.481989643965214
静岡,2,2,216354,317789,5.481757422505437
市民,2,2,151761,1434648,5.481070430961036
石川,2,2,143087,1055581,5.480757482455178
結婚,2,2,211626,346163,5.479572304435003
統一,2,2,127254,1042792,5.477439434317178
俳優,2,2,218910,254499,5.476862110186206
実業,2,2,118919,1881897,5.4764316167243665
世帯,2,2,179629,421999,5.475330826393614
以来,2,2,143696,1167782,5.474395508276276
同日,2,2,92526,2711339,5.473678347349598
日曜,2,2,120398,775470,5.472183603357467
形成,2,2,130677,983919,5.471740322707674
導入,2,2,176920,523859,5.471143911494214
展開,2,2,159287,469024,5.469972192863762
市場,2,2,117729,1434648,5.469361476069144
資料,2,2,196357,755775,5.468873867338909
病院,2,2,225609,396243,5.468459044107413
衆議,2,2,157879,679101,5.468093217446507
成功,2,2,170545,266354,5.467562645298941
事故,2,2,166624,280601,5.467253044381399
報告,2,2,183017,565755,5.466622602540701
予選,2,2,147505,725608,5.466011911688653
契約,2,2,254313,273819,5.464610818799572
成長,2,2,100537,2995921,5.464565407970704
提供,2,2,213647,541075,5.464457105566201
自然,2,2,167999,384986,5.464360584428864
医学,2,2,125595,524195,5.462742683461279
新人,2,2,93336,2666291,5.462615026466738
分野,2,2,112674,2415279,5.462144187622041
大字,2,2,115502,667248,5.460689353881215
郵便,2,2,271993,305678,5.460574744534696
会員,2,2,104589,1834646,5.460435016271679
秋田,2,2,148152,395971,5.459576318610495
博物,2,2,148276,547391,5.459397889618954
保護,2,2,175850,567899,5.459075485755676
進出,2,2,119576,829058,5.458378194485088
書店,2,2,162223,772580,5.4581389746597235
正式,2,2,131388,1672459,5.458104615554324
報道,2,2,120732,1358995,5.457267839035268
芸術,2,2,184729,573761,5.4572091221858825
由来,2,2,160895,1020594,5.456013891279705
制定,2,2,117334,1490808,5.45585446480913
解説,2,2,164799,974959,5.455172180742547
特徴,2,2,194968,271003,5.455132425478169
改正,2,2,146332,1083484,5.454466290717109
動画,2,2,103169,2930578,5.45317146976172
誕生,2,2,179426,222343,5.453117539534799
大使,2,2,101446,1085309,5.4529314333141405
再度,2,2,161104,607699,5.452596864083784
面積,2,2,194597,372052,5.452523596494787
事項,2,2,122092,947199,5.451971268726142
富山,2,2,142302,521844,5.451451645680979
新設,2,2,108606,2554121,5.4500728244731995
本店,2,2,107350,772580,5.447974365134138
電車,2,2,135562,1462335,5.446639305117512
支援,2,2,208116,376392,5.446303616100094
連邦,2,2,171954,292025,5.445001916211132
連載,2,2,136303,858753,5.444634806098847
料理,2,2,142237,758356,5.444358016160656
定期,2,2,110750,1613317,5.443443219157388
改称,2,2,160005,928027,5.443252854999223
同一,2,2,92601,2711339,5.443049211772107
体育,2,2,137605,901880,5.44158061566837
競馬,2,2,175963,744944,5.441500021512395
東映,2,2,106681,1726101,5.441387583827039
一時,2,2,86573,3570864,5.440524617156797
変化,2,2,143572,1095126,5.440285049342873
発電,2,2,107774,1462335,5.440146761849093
天皇,2,2,177522,458170,5.439845414759811
著名,2,2,131900,656564,5.437488369119644
施行,2,2,125008,865028,5.437123241376298
前作,2,2,92926,2113555,5.436459087362406
南部,2,2,112410,1117226,5.435655926370448
中部,2,2,82503,4160294,5.435529315658307
移籍,2,2,184306,521143,5.4341691720496765
安全,2,2,136614,1030313,5.434002823375384
大和,2,2,76188,3063732,5.433493183929113
取得,2,2,160581,775411,5.433403206484355
殺人,2,2,121469,492725,5.432710219725678
注釈,2,2,187187,293048,5.43173419860307
多数,2,2,153278,777206,5.431340516295193
主張,2,2,156670,390278,5.4308848997135435
海外,2,2,110899,1945330,5.43021788179253
専用,2,2,134851,593331,5.428868133511697
程度,2,2,159720,427864,5.42711654883275
当選,2,2,100949,2324462,5.426562615941146
評価,2,2,214845,434586,5.4261768261951016
太平,2,2,118689,1176863,5.425755964395027
山形,2,2,113970,983919,5.425270655666907
商業,2,2,128298,598967,5.424930533168693
中日,2,2,69931,4722675,5.424714210497741
軍事,2,2,104481,1265877,5.423509309002976
反対,2,2,150227,627951,5.423495562609357
観光,2,2,174520,609083,5.421241485507709
名義,2,2,111174,1107345,5.419570586518031
投稿,2,2,211885,265235,5.419275267240022
性格,2,2,142555,870216,5.419259634179408
人生,2,2,78266,3082836,5.418538852476093
地図,2,2,121867,586569,5.418514210540742
死去,2,2,176320,554124,5.4180058220864975
所有,2,2,122074,1134801,5.415938946200199
装置,2,2,145835,818181,5.415089412943326
自体,2,2,98233,2196583,5.414672769379288
電話,2,2,129402,1164281,5.413026744140871
法学,2,2,83405,1645395,5.412814318229276
発言,2,2,107202,984860,5.412778140692888
意見,2,2,139032,927786,5.412076849555444
平方,2,2,98328,2291009,5.411938342144144
文書,2,2,103683,1533837,5.41073075304252
拡大,2,2,124765,215207,5.410426811944057
北部,2,2,91813,1938432,5.410022424858677
指揮,2,2,187892,229348,5.409969439497827
職業,2,2,120125,644484,5.409691541072954
戦後,2,2,102517,1790326,5.409638716309903
大型,2,2,105946,455121,5.409512072507053
部屋,2,2,106922,933702,5.408749641584696
宇宙,2,2,230459,232722,5.408204895306347
掲載,2,2,200783,236936,5.408185269307614
物理,2,2,91766,2335827,5.408048263355306
学科,2,2,92983,906230,5.407007209251134
統計,2,2,139019,1042792,5.406871279621706
原子,2,2,88835,2174333,5.40665724538942
息子,2,2,142534,237518,5.406145583201516
定義,2,2,106031,1107345,5.405690212874916
提出,2,2,105044,667619,5.404879172882108
刑事,2,2,134414,292713,5.404701265607007
博士,2,2,160354,547391,5.404645782551453
歴代,2,2,100442,1372779,5.404342728784784
出力,2,2,87228,1559511,5.403647991874302
仕事,2,2,132545,305755,5.403284221915604
川崎,2,2,112459,983298,5.402912927187947
発足,2,2,122199,459373,5.402901772558672
以後,2,2,103494,1790326,5.402461226834683
古代,2,2,107386,975365,5.402400133876726
兵庫,2,2,169476,552784,5.402028602585298
番地,2,2,90203,1832561,5.40126038915215
引退,2,2,171022,477550,5.400874614848848
言葉,2,2,150211,712844,5.40064858962619
演奏,2,2,154021,303156,5.400461051041111
移転,2,2,134849,867579,5.400389214546486
加入,2,2,111129,1543921,5.4001918614533
大賞,2,2,94945,655789,5.399979266887333
資本,2,2,92054,755775,5.399810625834567
周辺,2,2,184047,442606,5.399247724927342
紹介,2,2,218370,225351,5.3992155190352324
環境,2,2,211121,346394,5.3990236194929775
編入,2,2,107652,1753488,5.398819895833228
有名,2,2,103285,1134801,5.398790125007159
特記,2,2,96124,1770392,5.396735077057112
書房,2,2,159793,322633,5.396665527213148
金曜,2,2,136683,775470,5.396507717441516
合計,2,2,98620,1063123,5.396307931171572
発展,2,2,118534,469024,5.394998991333925
投手,2,2,113641,707501,5.394760781767447
数学,2,2,82440,1316684,5.394758196119626
同社,2,2,87005,2711339,5.394306811325491
地元,2,2,100649,986705,5.394241310573823
公立,2,2,91228,2454824,5.393472984581901
植物,2,2,133798,314537,5.392069356624274
特筆,2,2,145480,398764,5.3912822016671385
阪神,2,2,118233,967135,5.391165234078655
基地,2,2,106415,721516,5.39078531205577
状況,2,2,190997,277239,5.3907161245425606
経験,2,2,138034,512056,5.3896271636362165
装備,2,2,138153,818181,5.389388482668449
順位,2,2,163208,330897,5.389047123289924
出来,2,2,88358,1167782,5.388716920914849
系列,2,2,171520,526087,5.388039234558212
人事,2,2,65873,4286903,5.387612581306012
知事,2,2,98323,962562,5.387197532105879
搭載,2,2,189658,223887,5.387165991088931
市長,2,2,97288,1434648,5.386635974779364
同意,2,2,101361,1293742,5.385867344544226
世代,2,2,84839,2272267,5.385848227900572
日間,2,2,68604,2803150,5.3849088260719356
裁判,2,2,180358,300075,5.384809038372506
認定,2,2,108892,709527,5.3847872161734225
空間,2,2,100994,1250169,5.384702171016507
回数,2,2,125687,958762,5.384684526555984
米国,2,2,106169,520405,5.384496204675337
試験,2,2,161450,512056,5.384270462879037
内部,2,2,81543,2262493,5.384031097843436
複数,2,2,155626,349698,5.383935667987049
通算,2,2,136787,407615,5.38352120421173
内閣,2,2,154550,208092,5.383276667886616
本来,2,2,79403,1167782,5.383212512911191
生徒,2,2,137640,261020,5.38296710453762
土地,2,2,99355,875961,5.382552150546145
近代,2,2,102611,884882,5.382230372689412
緯度,2,2,150353,284541,5.382169490936484
平和,2,2,83290,2632578,5.380413456462735
作用,2,2,71408,3018719,5.379608181656131
九州,2,2,182758,312481,5.378833922880727
建物,2,2,100174,982879,5.378308142478271
存続,2,2,125436,762324,5.3774663461462495
東部,2,2,71548,3753407,5.377254950086296
日記,2,2,65693,2998666,5.376120045931096
没年,2,2,125022,341706,5.375671061331494
大陸,2,2,85782,724614,5.375627845957023
刊行,2,2,111187,579712,5.3754322062519275
優秀,2,2,141756,406235,5.375219649054883
交差,2,2,156498,320631,5.375058162620581
種類,2,2,155229,566985,5.374582917198242
行為,2,2,142032,181836,5.374334282383743
魔法,2,2,136280,446801,5.374062364620205
理解,2,2,104534,1079016,5.373703490317477
整備,2,2,158901,333169,5.373396891816746
