direction,start_row,start_col,length,word,source_csv
across,3,21,2,大国,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,4,1,2,気転,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,4,11,3,心電図,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,4,15,3,新人王,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,4,19,2,天遡,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,4,22,2,人目,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,5,5,2,食間,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,5,8,3,一目散,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,5,14,2,中米,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,5,17,3,道徳家,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,5,23,2,高大,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,6,3,3,不器用,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,6,10,2,水天,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,6,13,2,月間,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,6,20,3,垂間代,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,7,2,2,大尽,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,7,5,2,油分,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,7,8,2,大社,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,7,15,3,正反対,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,7,22,3,代官所,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,8,0,3,応接間,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,8,6,2,水草,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,8,9,2,会報,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,8,14,2,画面,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,8,17,3,向学心,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,9,3,3,本場所,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,9,7,3,地平面,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,9,13,2,齢人,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,9,16,2,水車,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,9,19,4,地下水面,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,10,5,2,要人,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,10,10,4,臨時孤車,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,10,15,2,海中,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,10,22,3,目論見,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,11,7,4,青物市場,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,11,21,2,不一,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,12,5,2,間代,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,12,10,2,感心,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,12,13,3,発電機,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,12,19,2,所長,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,12,22,2,新語,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,0,2,車中,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,6,2,理屈,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,11,3,外国語,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,15,2,関心,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,20,2,大小,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,13,23,2,中小,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,14,1,3,分科会,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,14,8,3,古古米,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,14,14,2,乗車,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,14,17,3,変声購,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,14,21,2,覆心,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,4,2,集会,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,7,2,本物,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,10,2,市道,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,16,2,帯電,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,19,3,中艦子,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,15,23,2,用具,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,16,0,2,対人,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,16,6,2,一品,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,16,11,3,中古車,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,16,17,2,所有,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,16,22,2,海水,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,17,0,3,一人旅,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,17,4,3,力不足,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,17,8,3,見本市,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,17,23,2,路上,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,18,2,2,人道,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,18,7,2,反物,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,18,13,2,年代,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,18,16,3,中水道,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,18,20,3,心意地,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,0,2,応答,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,3,4,有為転変,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,8,2,人語,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,11,3,道塞子,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,15,2,深海,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,19,18,3,路地裏,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,0,4,臨海学校,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,0,4,化学反応,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,10,0,4,路面電車,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,0,5,一対一対応,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,3,1,2,地気,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,8,1,2,接地,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,1,2,中分,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,2,3,中国酒,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,2,2,転地,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,2,2,大間,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,10,2,3,小人物,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,2,2,科目,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,2,2,旅人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,2,3,2,代書,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,3,2,本国,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,12,3,3,理事会,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,18,3,2,道有,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,4,2,米国,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,3,4,2,道場,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,8,4,2,地場,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,4,3,集中力,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,1,5,3,劇作家,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,5,3,食用油,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,5,4,所要時間,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,5,2,歌会,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,5,3,不退転,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,6,2,人間,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,6,2,分水,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,12,6,3,代理人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,7,2,小本,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,3,7,2,大形,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,8,7,2,草地,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,7,2,本品,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,1,8,3,気分屋,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,8,4,平家物語,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,8,2,古物,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,9,2,反目,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,9,3,社会面,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,9,2,太古,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,16,9,2,古本,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,10,2,名月,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,10,2,散水,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,10,10,3,臨場感,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,10,2,米市,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,10,2,市大,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,1,11,4,綱大決心,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,6,11,2,天水,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,11,2,響時,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,11,2,道中,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,18,11,2,道道,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,12,2,電子,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,10,12,2,孤国,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,12,2,国家,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,16,12,2,古察,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,13,2,期待,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,6,13,2,月月,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,13,2,齢車,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,12,13,2,発語,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,13,2,代車,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,18,13,2,年子,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,2,14,2,大味,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,14,2,中間,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,8,14,2,画人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,11,14,2,家電,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,14,2,乗用,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,14,2,一代,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,15,2,新米,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,15,2,正面,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,12,15,3,機関車,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,16,15,2,中等,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,3,16,2,美人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,6,16,2,離反,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,16,3,水中花,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,16,3,地中海,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,17,2,王道,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,17,3,対向車,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,11,17,2,天子,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,17,3,変電所,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,18,2,徳人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,10,18,2,水月,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,18,2,大声,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,16,18,4,有料道路,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,19,2,天文,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,11,19,2,地所,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,14,19,2,購中,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,1,20,2,語気,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,6,20,2,垂中,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,20,2,下学,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,20,2,艦分,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,18,20,2,心裏,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,21,2,心体,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,21,2,山間,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,8,21,2,湯水,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,21,3,小覆子,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,21,2,不意,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,2,22,3,異国人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,6,22,2,代代,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,0,23,3,一部分,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,4,23,2,目高,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,7,23,2,官有,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,12,23,2,語中,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,15,23,3,用水路,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,2,24,2,子分,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,5,24,3,大御所,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,9,24,3,後見人,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,13,24,3,小道具,ocr_results_20250724_135743012_iOS_251206_224642.csv
down,17,24,3,上天気,ocr_results_20250724_135743012_iOS_251206_224642.csv
across,0,2,2,年内,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,0,11,4,道路地図,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,0,16,4,日曜大工,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,1,4,3,交流会,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,1,10,2,地学,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,1,15,2,同時,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,1,20,2,年表,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,2,2,2,計算,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,2,7,4,本家本元,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,2,17,4,学生時代,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,2,22,3,不動産,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,3,1,2,一画,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,3,4,4,化学物質,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,3,11,4,利用厚生,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,3,20,2,物体,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,4,0,2,万事,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,4,3,2,立体,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,4,8,3,輪転機,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,4,14,4,大喝一声,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,5,5,3,英会話,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,5,18,3,食生活,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,5,22,3,一週間,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,6,0,3,流動体,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,6,10,4,大蔵大臣,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,6,17,2,私用,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,6,20,3,物語本,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,7,2,4,行雲流水,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,7,7,4,十年一昔,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,7,14,3,開会式,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,7,23,2,神業,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,8,1,2,変動,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,8,6,2,本日,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,8,11,3,肉団子,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,8,17,2,名物,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,8,22,2,文体,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,9,0,2,仲人,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,9,5,2,上流,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,9,8,3,地団駄,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,9,14,4,内部工作,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,10,2,4,一味神水,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,10,13,2,事実,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,10,18,2,今年,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,10,23,2,物価,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,11,0,3,同学年,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,11,6,3,人情本,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,11,10,4,公営企業,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,11,17,2,天日,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,11,22,2,経理,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,12,18,4,明朗会計,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,12,23,2,学海,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,13,7,2,出家,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,13,12,2,一度,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,13,17,2,同日,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,14,0,4,生年月日,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,14,5,3,転校生,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,14,9,4,流通経路,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,14,21,4,家内工業,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,15,7,3,地動説,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,15,18,4,地場産業,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,16,3,2,年齢,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,16,12,2,設計,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,16,17,2,流域,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,17,9,4,共同経営,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,17,14,4,一期一会,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,18,3,2,大口,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,18,8,2,動学,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,18,13,2,平時,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,18,18,4,日本時間,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,19,0,4,他人行儀,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,19,5,4,徐行運転,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,19,15,4,資産運用,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,19,22,3,内欄米,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,0,3,集大成,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,0,4,仲間同士,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,0,2,生計,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,8,1,2,変人,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,13,1,2,経年,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,1,4,社団法人,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,2,4,年間計画,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,2,3,一年生,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,4,3,2,立地,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,12,3,3,日一日,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,18,3,2,大儀,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,3,4,2,化体,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,4,3,主流派,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,4,2,神学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,5,4,一流大学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,5,2,上水,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,12,5,4,農地転用,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,3,6,4,物産会所,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,8,6,2,本流,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,11,6,2,人家,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,6,4,雨天決行,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,2,7,2,本質,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,7,7,2,十日,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,7,2,事情,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,13,7,3,出生地,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,8,3,一軒家,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,8,2,新年,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,11,8,3,本草家,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,15,8,2,動作,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,18,8,2,動転,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,2,9,4,本末転倒,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,9,2,流説,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,9,2,共学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,1,10,2,地元,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,10,2,大昔,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,13,10,2,一通,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,10,2,混同,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,11,2,道学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,5,11,2,地蔵,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,11,3,野営地,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,11,2,経歴,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,11,3,経由地,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,2,12,3,土用波,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,12,4,大同団結,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,12,2,設営,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,13,2,地神,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,13,4,事業年度,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,15,13,2,合計,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,14,2,内実,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,14,2,自流,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,14,2,一時,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,1,15,2,同学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,15,4,大会本部,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,15,2,同期,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,16,2,日時,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,3,16,3,紅一点,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,16,2,工程,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,16,2,用器,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,16,3,一財産,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,8,17,2,名作,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,13,17,2,同車,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,17,2,流会,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,18,4,大量生産,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,5,18,4,食用作物,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,18,4,今日明日,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,15,18,2,地域,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,18,18,2,日用,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,4,19,2,誕生,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,19,2,三年,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,19,2,工場,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,19,2,台本,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,1,20,3,年代物,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,5,20,2,活物,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,8,20,2,巨大,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,11,20,3,司会者,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,21,2,地表,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,3,21,2,体長,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,6,21,2,語学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,21,2,発生,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,13,22,2,学内,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,0,23,4,水生動物,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,7,23,2,神体,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,10,23,3,物理学,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,14,23,2,工具,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,17,23,3,行楽欄,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,4,24,4,夜間営業,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,9,24,2,地価,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,12,24,3,海運業,ocr_results_20250724_135755710_iOS_251206_224725.csv
down,16,24,2,線路,ocr_results_20250724_135755710_iOS_251206_224725.csv
across,0,4,4,均一料金,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,1,0,4,学校給食,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,3,3,2,三日,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,3,6,2,本給,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,4,5,2,無料,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,5,6,2,理学,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,6,4,2,一山,ocr_results_20250724_135815729_iOS_251206_224732.csv
across,7,5,3,国産品,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,0,0,4,文学青年,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,0,2,3,官給品,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,6,2,2,一月,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,3,3,3,三国一,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,2,4,2,日日,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,0,5,2,一対,ocr_results_20250724_135815729_iOS_251206_224732.csv
down,6,5,2,山国,ocr_results_20250724_135815729_iOS_251206_224732.csv
