direction,start_row,start_col,length,word,source_csv
across,0,0,4,一栄一落,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,0,5,3,近代化,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,1,4,2,前世,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,2,0,2,目鼻,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,2,3,2,恋文,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,2,6,2,品物,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,3,1,3,水先人,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,3,5,2,一目,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,4,4,2,人世,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,5,0,2,化物,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,5,5,3,一本化,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,6,2,4,縄文時代,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,7,0,3,素人目,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,7,6,2,水物,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,0,0,3,一番目,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,4,0,4,塩化水素,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,2,1,2,鼻水,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,0,2,2,一文,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,3,2,2,先代,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,6,2,2,縄目,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,2,3,2,恋人,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,5,3,2,散文,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,1,4,2,前文,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,6,4,2,時世,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,0,5,2,近世,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,3,5,4,一世一代,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,2,6,2,品目,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,0,7,3,化合物,ocr_results_20250724_135550078_iOS_251206_224217.csv
down,4,7,4,帰化植物,ocr_results_20250724_135550078_iOS_251206_224217.csv
across,0,0,2,書道,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,0,3,3,口話法,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,1,1,3,中国語,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,1,5,3,人相書,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,2,0,2,書記,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,2,3,2,文語,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,3,2,2,手法,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,3,5,3,上方語,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,4,1,2,人形,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,4,4,2,中半,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,5,2,2,裏口,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,5,5,2,身軽,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,6,0,3,身上書,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,6,6,2,口中,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,7,2,4,人造人間,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,2,0,2,書法,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,5,0,3,等身大,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,0,1,3,道中記,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,3,2,5,手形裏書人,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,0,3,4,口語文法,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,6,4,2,上人,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,0,5,2,法人,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,3,5,3,上半身,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,1,6,3,相手方,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,5,6,2,軽口,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,0,7,2,手書,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,3,7,2,語形,ocr_results_20250724_135554956_iOS_251206_224223.csv
down,6,7,2,中形,ocr_results_20250724_135554956_iOS_251206_224223.csv
across,0,0,2,一天,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,0,3,2,三友,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,0,6,2,執筆,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,1,4,3,愛国心,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,2,0,4,三日天下,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,3,4,4,舞文曲筆,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,4,1,3,大人国,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,5,0,2,国衆,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,5,3,2,訓読,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,5,6,2,歌書,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,6,1,2,文人,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,6,4,3,心理学,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,7,0,2,学芸,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,7,3,2,学術,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,7,6,2,書物,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,0,0,4,一読三嘆,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,4,1,4,大衆文芸,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,1,2,4,敬天愛人,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,4,3,2,国訓,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,0,4,2,友愛,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,5,4,3,読心術,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,1,5,4,国民文学,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,0,6,2,執心,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,5,6,3,歌学書,ocr_results_20250724_135559971_iOS_251206_224230.csv
down,2,7,4,特筆大書,ocr_results_20250724_135559971_iOS_251206_224230.csv
across,0,0,3,長生地,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,0,4,4,校長先生,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,1,2,2,下心,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,2,0,2,番人,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,2,3,2,地番,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,2,6,2,一気,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,3,4,3,外国人,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,4,1,4,花天月地,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,4,6,2,天国,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,5,0,2,大道,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,5,5,2,落下,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,6,4,2,国花,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,7,0,4,気韻生動,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,7,5,3,生一本,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,0,0,4,長者番付,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,5,0,3,大人気,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,4,1,2,花道,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,0,2,2,地下,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,3,2,2,先天,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,6,2,2,人生,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,1,3,2,心地,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,4,3,2,月一,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,2,4,3,番外地,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,0,5,2,長大,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,5,5,3,落花生,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,2,6,4,一人天下,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,0,7,3,生意気,ocr_results_20250724_135605300_iOS_251206_224236.csv
down,6,7,2,大本,ocr_results_20250724_135605300_iOS_251206_224236.csv
across,0,0,4,空理空論,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,0,5,3,手水場,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,2,0,3,中学校,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,2,4,4,山高水長,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,3,2,2,外見,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,4,0,2,人文,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,4,3,2,物理,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,5,4,4,工場見学,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,6,1,4,外国文学,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,7,0,2,空耳,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,7,5,3,画山水,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,2,0,4,中心人物,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,0,1,3,理化学,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,6,1,2,外耳,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,2,2,2,校外,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,5,2,2,中国,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,0,3,2,論文,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,3,3,2,見物,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,1,4,2,人山,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,4,4,3,理工学,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,2,5,2,高山,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,0,6,3,水道水,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,4,6,4,物見遊山,ocr_results_20250724_135612290_iOS_251206_224243.csv
down,2,7,2,長文,ocr_results_20250724_135612290_iOS_251206_224243.csv
across,0,0,4,人海戦術,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,5,3,晩養会,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,9,3,自転車,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,13,4,長期金利,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,18,3,保管料,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,22,3,大車輪,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,1,3,3,中学生,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,1,7,3,話半分,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,1,11,3,道学者,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,1,17,2,配水,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,1,20,3,金環食,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,2,0,3,自主法,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,2,9,2,史家,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,2,14,4,残業手当,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,2,19,2,在所,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,2,22,2,漢文,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,3,2,2,相当,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,3,5,2,当時,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,3,13,2,公金,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,3,18,2,哲学,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,3,23,2,法楽,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,4,3,2,局長,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,4,6,4,金権政治,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,4,11,3,化学式,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,4,15,4,在庫管理,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,4,20,3,英作文,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,1,2,方法,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,4,2,大地,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,9,3,下手人,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,13,3,戦勝国,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,19,2,不和,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,5,22,3,芸術家,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,6,0,2,公道,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,6,3,2,一息,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,6,6,3,技術者,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,6,16,3,主人公,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,6,20,2,辞義,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,7,2,2,青物,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,7,11,3,国公警,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,7,15,2,分権,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,7,18,3,民法典,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,0,3,無花果,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,4,3,公文書,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,8,4,治外法権,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,13,2,身長,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,16,2,在位,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,8,21,4,飛花落葉,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,9,2,3,市民権,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,9,6,3,生産者,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,9,12,2,人麗,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,9,15,2,住民,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,9,18,4,自家用車,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,1,2,一場,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,4,2,力戦,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,9,3,大局観,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,13,3,世話人,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,17,2,法治,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,10,22,3,微生物,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,0,2,自筆,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,5,2,国道,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,8,2,権勢,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,11,2,戦地,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,18,2,会食,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,11,21,2,一分,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,2,4,針小棒大,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,7,2,不利,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,10,2,転記,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,15,3,見物人,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,19,3,道義心,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,12,23,2,水量,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,0,2,落手,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,5,2,名局,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,8,3,金一封,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,12,4,人文科学,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,17,3,後生楽,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,13,21,3,不手際,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,14,1,2,水分,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,14,6,2,地理,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,14,11,2,小国,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,14,20,2,戦乱,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,14,23,2,作業,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,0,2,小鉢,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,3,4,馬耳東風,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,8,3,一口大,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,12,2,記文,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,15,3,食器棚,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,19,2,無法,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,15,22,2,不戦,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,2,2,手車,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,7,2,古道,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,10,2,団子,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,13,2,弱小,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,18,2,分限,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,16,21,2,一条,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,0,3,手不足,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,4,4,大道芸人,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,9,2,長円,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,14,4,報事成謡,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,19,2,小食,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,17,22,3,理不尽,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,18,3,2,公使,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,18,8,2,会談,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,18,11,3,文人画,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,18,17,2,法会,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,18,20,2,料理,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,0,4,万物流転,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,5,3,記者団,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,9,3,義援金,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,13,4,一家団繰,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,18,3,戦利品,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,19,22,3,該当者,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,0,3,自尊心,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,6,0,4,公平無私,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,0,3,自堕落,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,0,3,小切手,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,1,3,海坊主,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,1,3,地方道,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,1,2,一筆,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,1,3,手水鉢,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,1,3,不純物,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,2,2,法相,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,2,4,青果市場,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,16,2,2,手足,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,3,2,術中,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,3,2,当局,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,6,3,2,一物,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,3,3,透小化,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,3,2,馬車,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,18,3,2,公転,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,1,4,2,学校,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,4,3,長大息,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,8,4,3,公権力,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,14,4,2,小耳,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,4,2,大使,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,5,2,晩生,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,5,2,回文,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,5,4,戦国大名,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,5,3,東海道,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,6,3,一時金,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,8,6,2,書生,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,6,3,局地風,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,6,3,芸達者,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,7,3,会話文,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,7,4,権謀術数,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,9,7,2,産業,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,16,7,2,古人,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,8,2,家政,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,8,8,2,治者,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,8,3,権利金,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,8,2,一道,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,9,3,自分史,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,9,2,治下,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,9,2,心外,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,9,2,大勢,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,9,3,一人口,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,9,3,長談義,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,10,2,家長,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,5,10,2,手管,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,8,10,3,法制局,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,12,10,2,転封,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,10,3,大団円,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,11,2,車道,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,11,3,文化人,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,11,2,国権,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,11,3,観戦記,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,18,11,2,文金,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,1,12,2,学道,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,6,12,2,老公,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,12,3,人国記,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,12,2,落人,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,13,2,長者,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,13,3,公式戦,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,13,4,警身麗世,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,13,2,文弱,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,18,13,2,画一,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,14,2,残金,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,5,14,2,勝利,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,14,2,話法,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,14,2,科料,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,16,14,2,小報,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,15,3,金融業,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,15,2,在国,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,9,15,2,住人,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,12,15,2,見学,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,15,3,事業団,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,16,3,手文庫,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,6,16,4,主権在民,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,16,2,器物,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,14,16,4,大器晩成,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,1,17,2,配当,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,17,3,管財人,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,12,17,2,人後,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,17,2,謡法,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,18,2,保水,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,18,2,哲理,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,6,18,2,公民,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,9,18,3,自治会,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,13,18,2,生長,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,18,18,2,会戦,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,19,2,在学,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,19,3,法律家,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,19,3,食道楽,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,19,3,無限小,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,20,3,料金所,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,20,4,英和辞典,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,9,20,2,用水,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,14,20,2,戦法,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,20,3,食料品,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,21,2,転作,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,8,21,2,飛車,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,11,21,4,一心不乱,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,22,3,大食漢,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,4,22,2,文芸,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,22,2,微分,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,15,22,3,不条理,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,2,23,2,文法,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,5,23,2,術計,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,12,23,4,水際作戦,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,17,23,3,不穏当,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,0,24,2,輪転,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,3,24,3,楽天家,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,7,24,2,大葉,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,10,24,3,物理量,ocr_results_20250724_135626725_iOS_251206_224334.csv
down,16,24,2,無尽,ocr_results_20250724_135626725_iOS_251206_224334.csv
across,0,0,3,百面相,ocr_results_20250724_135633023_iOS_251206_224420.csv
